Incident_ID,Incident_Type,Priority,Assigned_Department,Location,Reported_Time,Resolved_Time,Resolution_Time_Hours,Status,Resolution_Type
INC100406,Application Bug,Low,DevOps,Remote Site 2,2024-06-12 13:00:00,2024-06-14 17:00:00,52.0,Resolved,Security Mitigation
INC100407,Database Failure,Critical,Database Admin,Data Center A,2024-09-26 21:00:00,2024-09-28 20:00:00,47.0,Resolved,Security Mitigation
INC100408,Database Failure,Low,IT Support,Data Center B,2024-08-12 11:00:00,2024-08-14 09:00:00,46.0,Resolved,Patch Applied
INC100409,Database Failure,Low,Database Admin,Remote Site 1,2024-11-26 00:00:00,2024-11-27 19:00:00,43.0,Resolved,Hardware Replacement
INC100410,Network Outage,Low,IT Support,Head Office,2024-03-16 18:00:00,2024-03-19 12:00:00,66.0,Closed,Security Mitigation
INC100411,Database Failure,Medium,DevOps,Head Office,2024-05-13 12:00:00,2024-05-16 00:00:00,60.0,Closed,Security Mitigation
INC100412,Database Failure,Medium,Security Team,Data Center A,2024-06-13 18:00:00,2024-06-14 08:00:00,14.0,Resolved,Configuration Fix
INC100413,Application Bug,Low,IT Support,Data Center B,2024-04-28 21:00:00,2024-04-30 13:00:00,40.0,Resolved,Configuration Fix
INC100414,Application Bug,Medium,Database Admin,Remote Site 1,2024-04-28 21:00:00,2024-05-01 10:00:00,61.0,Closed,Reboot
INC100415,Application Bug,Critical,Security Team,Data Center A,2024-04-12 11:00:00,2024-04-12 17:00:00,6.0,Resolved,Reboot
INC100416,Network Outage,High,IT Support,Data Center B,2024-11-13 09:00:00,2024-11-14 17:00:00,32.0,Resolved,Security Mitigation
INC100417,Server Crash,Medium,Security Team,Remote Site 2,2024-05-25 12:00:00,2024-05-28 00:00:00,60.0,Closed,Patch Applied
INC100418,Application Bug,Medium,Network Team,Remote Site 1,2024-05-15 00:00:00,2024-05-15 04:00:00,4.0,Resolved,Security Mitigation
INC100419,Server Crash,Critical,Database Admin,Remote Site 1,2024-05-12 17:00:00,2024-05-12 18:00:00,1.0,Resolved,Patch Applied
INC100420,Server Crash,High,IT Support,Remote Site 2,2024-02-04 17:00:00,2024-02-07 14:00:00,69.0,Closed,Patch Applied
INC100421,Security Breach,High,Network Team,Remote Site 1,2024-02-08 21:00:00,2024-02-10 07:00:00,34.0,Resolved,Hardware Replacement
INC100422,Database Failure,High,Database Admin,Remote Site 1,2024-07-27 15:00:00,2024-07-29 18:00:00,51.0,Resolved,Security Mitigation
INC100423,Network Outage,High,Security Team,Remote Site 1,2024-07-29 17:00:00,2024-07-30 16:00:00,23.0,Resolved,Configuration Fix
INC100424,Database Failure,Low,Network Team,Head Office,2024-02-10 05:00:00,2024-02-11 12:00:00,31.0,Resolved,Configuration Fix
INC100425,Network Outage,Medium,Security Team,Data Center B,2024-06-23 08:00:00,2024-06-25 10:00:00,50.0,Resolved,Hardware Replacement
INC100426,Database Failure,Medium,Database Admin,Remote Site 1,2024-05-24 09:00:00,2024-05-25 09:00:00,24.0,Resolved,Hardware Replacement
INC100427,Database Failure,Medium,Database Admin,Data Center B,2024-06-16 03:00:00,2024-06-17 16:00:00,37.0,Resolved,Patch Applied
INC100428,Server Crash,High,DevOps,Remote Site 2,2024-01-19 07:00:00,2024-01-21 05:00:00,46.0,Resolved,Reboot
INC100429,Application Bug,Medium,Network Team,Remote Site 1,2024-11-24 23:00:00,2024-11-27 23:00:00,72.0,Closed,Security Mitigation
INC100430,Application Bug,Critical,DevOps,Remote Site 1,2024-08-30 09:00:00,2024-09-01 18:00:00,57.0,Resolved,Hardware Replacement
INC100431,Server Crash,Low,Database Admin,Data Center A,2024-09-28 15:00:00,2024-09-29 20:00:00,29.0,Resolved,Configuration Fix
INC100432,Network Outage,High,Network Team,Remote Site 2,2024-04-08 12:00:00,2024-04-09 10:00:00,22.0,Resolved,Hardware Replacement
INC100433,Database Failure,Critical,Database Admin,Remote Site 2,2024-02-08 15:00:00,2024-02-09 06:00:00,15.0,Resolved,Configuration Fix
INC100434,Database Failure,High,Database Admin,Data Center A,2024-09-16 09:00:00,2024-09-18 18:00:00,57.0,Resolved,Security Mitigation
INC100435,Server Crash,Critical,IT Support,Data Center B,2024-04-11 14:00:00,2024-04-11 19:00:00,5.0,Resolved,Hardware Replacement
INC100436,Security Breach,High,IT Support,Remote Site 1,2024-10-22 08:00:00,2024-10-23 00:00:00,16.0,Resolved,Patch Applied
INC100437,Server Crash,High,Database Admin,Remote Site 1,2024-02-26 15:00:00,2024-02-27 09:00:00,18.0,Resolved,Patch Applied
INC100438,Server Crash,Low,Database Admin,Head Office,2024-06-30 16:00:00,2024-07-02 04:00:00,36.0,Resolved,Security Mitigation
INC100439,Database Failure,Medium,Security Team,Head Office,2024-04-08 18:00:00,2024-04-10 05:00:00,35.0,Resolved,Security Mitigation
INC100440,Network Outage,Medium,DevOps,Data Center A,2024-04-04 15:00:00,2024-04-05 08:00:00,17.0,Resolved,Patch Applied
INC100441,Server Crash,Medium,Security Team,Data Center B,2024-09-16 21:00:00,2024-09-19 00:00:00,51.0,Resolved,Hardware Replacement
INC100442,Server Crash,High,DevOps,Remote Site 1,2024-06-03 06:00:00,2024-06-03 16:00:00,10.0,Resolved,Reboot
INC100443,Application Bug,High,Security Team,Remote Site 1,2024-11-20 08:00:00,2024-11-22 23:00:00,63.0,Closed,Configuration Fix
INC100444,Database Failure,Low,IT Support,Remote Site 1,2024-08-04 16:00:00,2024-08-06 14:00:00,46.0,Resolved,Reboot
INC100445,Database Failure,Critical,Network Team,Remote Site 1,2024-10-08 13:00:00,2024-10-09 17:00:00,28.0,Resolved,Hardware Replacement
INC100446,Security Breach,High,Security Team,Head Office,2024-07-05 19:00:00,2024-07-06 12:00:00,17.0,Resolved,Security Mitigation
INC100447,Application Bug,High,IT Support,Data Center A,2024-02-03 23:00:00,2024-02-06 10:00:00,59.0,Resolved,Reboot
INC100448,Network Outage,Medium,DevOps,Remote Site 1,2024-01-01 05:00:00,2024-01-03 12:00:00,55.0,Resolved,Patch Applied
INC100449,Server Crash,High,Network Team,Head Office,2024-02-01 20:00:00,2024-02-03 19:00:00,47.0,Resolved,Configuration Fix
INC100450,Network Outage,High,Network Team,Data Center A,2024-05-15 06:00:00,2024-05-16 22:00:00,40.0,Resolved,Patch Applied
INC100451,Application Bug,Low,IT Support,Data Center A,2024-03-13 20:00:00,2024-03-16 10:00:00,62.0,Closed,Reboot
INC100452,Server Crash,Medium,Database Admin,Remote Site 1,2024-01-04 04:00:00,2024-01-04 06:00:00,2.0,Resolved,Configuration Fix
INC100453,Network Outage,Critical,Network Team,Remote Site 1,2024-01-25 04:00:00,2024-01-26 10:00:00,30.0,Resolved,Hardware Replacement
INC100454,Network Outage,Low,IT Support,Head Office,2024-05-05 11:00:00,2024-05-07 02:00:00,39.0,Resolved,Patch Applied
INC100455,Application Bug,Medium,Network Team,Data Center A,2024-06-30 01:00:00,2024-06-30 03:00:00,2.0,Resolved,Security Mitigation
INC100456,Server Crash,Critical,Security Team,Data Center B,2024-08-02 09:00:00,2024-08-03 05:00:00,20.0,Resolved,Hardware Replacement
INC100457,Database Failure,Critical,Network Team,Data Center A,2024-11-02 00:00:00,2024-11-02 13:00:00,13.0,Resolved,Patch Applied
INC100458,Network Outage,Critical,Security Team,Remote Site 1,2024-04-17 08:00:00,2024-04-18 02:00:00,18.0,Resolved,Patch Applied
INC100459,Security Breach,Low,Network Team,Remote Site 2,2024-07-24 03:00:00,2024-07-25 16:00:00,37.0,Resolved,Reboot
INC100460,Security Breach,Medium,Database Admin,Remote Site 2,2024-06-22 22:00:00,2024-06-23 23:00:00,25.0,Resolved,Hardware Replacement
INC100461,Security Breach,Low,Network Team,Remote Site 1,2024-05-11 17:00:00,2024-05-12 08:00:00,15.0,Resolved,Patch Applied
INC100462,Application Bug,Low,Database Admin,Data Center A,2024-05-03 06:00:00,2024-05-04 23:00:00,41.0,Resolved,Patch Applied
INC100463,Application Bug,Critical,Security Team,Remote Site 2,2024-08-21 02:00:00,2024-08-22 01:00:00,23.0,Resolved,Hardware Replacement
INC100464,Network Outage,Low,Database Admin,Data Center A,2024-01-05 16:00:00,2024-01-07 02:00:00,34.0,Resolved,Patch Applied
INC100465,Network Outage,Low,DevOps,Remote Site 2,2024-04-07 18:00:00,2024-04-10 11:00:00,65.0,Closed,Hardware Replacement
INC100466,Application Bug,Critical,IT Support,Remote Site 2,2024-07-02 12:00:00,2024-07-03 08:00:00,20.0,Resolved,Configuration Fix
INC100467,Network Outage,High,IT Support,Remote Site 2,2024-11-10 08:00:00,2024-11-11 11:00:00,27.0,Resolved,Patch Applied
INC100468,Database Failure,High,DevOps,Remote Site 2,2024-08-04 12:00:00,2024-08-04 21:00:00,9.0,Resolved,Configuration Fix
INC100469,Application Bug,Medium,IT Support,Data Center B,2024-01-30 10:00:00,2024-02-01 18:00:00,56.0,Resolved,Reboot
INC100470,Application Bug,Low,Security Team,Data Center B,2024-02-10 18:00:00,2024-02-10 20:00:00,2.0,Resolved,Patch Applied
INC100471,Network Outage,Medium,DevOps,Head Office,2024-06-27 12:00:00,2024-06-30 07:00:00,67.0,Closed,Configuration Fix
INC100472,Server Crash,High,Network Team,Head Office,2024-09-07 04:00:00,2024-09-07 20:00:00,16.0,Resolved,Reboot
INC100473,Security Breach,Critical,Security Team,Remote Site 2,2024-01-22 19:00:00,2024-01-24 05:00:00,34.0,Resolved,Security Mitigation
INC100474,Network Outage,Critical,DevOps,Remote Site 2,2024-05-02 22:00:00,2024-05-03 06:00:00,8.0,Resolved,Hardware Replacement
INC100475,Database Failure,Medium,Security Team,Data Center B,2024-03-28 01:00:00,2024-03-28 15:00:00,14.0,Resolved,Security Mitigation
INC100476,Network Outage,Medium,Database Admin,Data Center A,2024-01-16 00:00:00,2024-01-16 02:00:00,2.0,Resolved,Patch Applied
INC100477,Network Outage,Critical,Security Team,Remote Site 1,2024-11-10 02:00:00,2024-11-10 22:00:00,20.0,Resolved,Patch Applied
INC100478,Network Outage,Critical,Network Team,Head Office,2024-03-25 17:00:00,2024-03-27 23:00:00,54.0,Resolved,Configuration Fix
INC100479,Security Breach,Low,Database Admin,Head Office,2024-02-10 18:00:00,2024-02-13 11:00:00,65.0,Closed,Reboot
INC100480,Server Crash,Medium,Database Admin,Data Center A,2024-11-21 15:00:00,2024-11-23 19:00:00,52.0,Resolved,Reboot
INC100481,Application Bug,High,Security Team,Head Office,2024-01-30 11:00:00,2024-02-02 10:00:00,71.0,Closed,Hardware Replacement
INC100482,Network Outage,High,Network Team,Head Office,2024-07-11 10:00:00,2024-07-13 01:00:00,39.0,Resolved,Security Mitigation
INC100483,Server Crash,Critical,Security Team,Remote Site 2,2024-11-27 17:00:00,2024-11-30 09:00:00,64.0,Closed,Patch Applied
INC100484,Database Failure,Medium,Network Team,Data Center A,2024-11-14 06:00:00,2024-11-16 11:00:00,53.0,Resolved,Reboot
INC100485,Server Crash,High,IT Support,Head Office,2024-01-01 11:00:00,2024-01-03 12:00:00,49.0,Resolved,Configuration Fix
INC100486,Network Outage,Medium,Database Admin,Data Center B,2024-05-23 07:00:00,2024-05-25 22:00:00,63.0,Closed,Reboot
INC100487,Server Crash,High,IT Support,Data Center A,2024-11-10 11:00:00,2024-11-11 17:00:00,30.0,Resolved,Security Mitigation
INC100488,Application Bug,High,DevOps,Data Center A,2024-07-17 05:00:00,2024-07-17 18:00:00,13.0,Resolved,Security Mitigation
INC100489,Server Crash,Critical,IT Support,Remote Site 2,2024-07-12 19:00:00,2024-07-13 03:00:00,8.0,Resolved,Hardware Replacement
INC100490,Server Crash,Medium,Security Team,Head Office,2024-10-17 10:00:00,2024-10-19 03:00:00,41.0,Resolved,Hardware Replacement
INC100491,Security Breach,High,DevOps,Head Office,2024-03-20 17:00:00,2024-03-21 03:00:00,10.0,Resolved,Patch Applied
INC100492,Server Crash,Low,Network Team,Data Center A,2024-02-26 02:00:00,2024-02-28 12:00:00,58.0,Resolved,Hardware Replacement
INC100493,Security Breach,Critical,IT Support,Remote Site 2,2024-05-02 07:00:00,2024-05-03 10:00:00,27.0,Resolved,Hardware Replacement
INC100494,Security Breach,Critical,Security Team,Data Center A,2024-01-31 20:00:00,2024-02-01 17:00:00,21.0,Resolved,Configuration Fix
INC100495,Database Failure,Low,Network Team,Head Office,2024-02-20 15:00:00,2024-02-21 03:00:00,12.0,Resolved,Patch Applied
INC100496,Security Breach,Critical,Database Admin,Data Center A,2024-08-19 03:00:00,2024-08-20 18:00:00,39.0,Resolved,Configuration Fix
INC100497,Server Crash,Low,DevOps,Remote Site 1,2024-07-08 18:00:00,2024-07-11 17:00:00,71.0,Closed,Patch Applied
INC100498,Network Outage,Critical,IT Support,Data Center B,2024-02-11 10:00:00,2024-02-11 12:00:00,2.0,Resolved,Reboot
INC100499,Server Crash,Medium,Network Team,Remote Site 1,2024-05-07 01:00:00,2024-05-07 12:00:00,11.0,Resolved,Security Mitigation
INC100500,Database Failure,High,IT Support,Data Center A,2024-01-23 00:00:00,2024-01-24 02:00:00,26.0,Resolved,Hardware Replacement
INC100501,Server Crash,Low,Security Team,Data Center A,2024-01-15 13:00:00,2024-01-18 01:00:00,60.0,Closed,Reboot
INC100502,Server Crash,Critical,DevOps,Remote Site 1,2024-01-11 01:00:00,2024-01-13 02:00:00,49.0,Resolved,Hardware Replacement
INC100503,Server Crash,High,Network Team,Data Center B,2024-04-03 20:00:00,2024-04-05 08:00:00,36.0,Resolved,Hardware Replacement
INC100504,Server Crash,Low,Database Admin,Remote Site 2,2024-07-29 14:00:00,2024-07-30 22:00:00,32.0,Resolved,Configuration Fix
INC100505,Application Bug,Critical,Database Admin,Remote Site 1,2024-01-21 19:00:00,2024-01-22 07:00:00,12.0,Resolved,Configuration Fix
INC100506,Application Bug,Medium,DevOps,Data Center B,2024-08-07 08:00:00,2024-08-10 04:00:00,68.0,Closed,Patch Applied
INC100507,Database Failure,Low,DevOps,Head Office,2024-06-12 17:00:00,2024-06-15 15:00:00,70.0,Closed,Hardware Replacement
INC100508,Security Breach,High,DevOps,Head Office,2024-03-02 09:00:00,2024-03-02 13:00:00,4.0,Resolved,Configuration Fix
INC100509,Database Failure,Medium,IT Support,Head Office,2024-01-20 23:00:00,2024-01-23 12:00:00,61.0,Closed,Security Mitigation
INC100510,Security Breach,Medium,Network Team,Data Center A,2024-03-25 14:00:00,2024-03-26 21:00:00,31.0,Resolved,Configuration Fix
INC100511,Database Failure,Low,Network Team,Remote Site 2,2024-10-15 22:00:00,2024-10-18 00:00:00,50.0,Resolved,Configuration Fix
INC100512,Server Crash,Medium,Network Team,Remote Site 2,2024-04-18 13:00:00,2024-04-20 11:00:00,46.0,Resolved,Security Mitigation
INC100513,Network Outage,High,Database Admin,Remote Site 2,2024-02-18 12:00:00,2024-02-19 13:00:00,25.0,Resolved,Hardware Replacement
INC100514,Database Failure,High,Network Team,Remote Site 1,2024-01-13 22:00:00,2024-01-14 10:00:00,12.0,Resolved,Reboot
INC100515,Server Crash,Medium,IT Support,Remote Site 2,2024-06-12 03:00:00,2024-06-12 04:00:00,1.0,Resolved,Configuration Fix
INC100516,Database Failure,Medium,Network Team,Head Office,2024-09-01 17:00:00,2024-09-02 16:00:00,23.0,Resolved,Configuration Fix
INC100517,Network Outage,Low,Network Team,Remote Site 2,2024-08-28 12:00:00,2024-08-29 07:00:00,19.0,Resolved,Reboot
INC100518,Database Failure,High,IT Support,Head Office,2024-08-28 11:00:00,2024-08-30 14:00:00,51.0,Resolved,Security Mitigation
INC100519,Network Outage,High,Security Team,Head Office,2024-02-16 13:00:00,2024-02-17 10:00:00,21.0,Resolved,Hardware Replacement
INC100520,Application Bug,High,Network Team,Remote Site 2,2024-08-24 17:00:00,2024-08-26 15:00:00,46.0,Resolved,Patch Applied
INC100521,Database Failure,Medium,DevOps,Head Office,2024-09-07 12:00:00,2024-09-09 02:00:00,38.0,Resolved,Patch Applied
INC100522,Server Crash,Low,Database Admin,Remote Site 1,2024-10-17 09:00:00,2024-10-17 14:00:00,5.0,Resolved,Patch Applied
INC100523,Database Failure,High,Database Admin,Data Center B,2024-08-06 07:00:00,2024-08-06 21:00:00,14.0,Resolved,Hardware Replacement
INC100524,Server Crash,High,IT Support,Data Center B,2024-04-28 09:00:00,2024-04-30 02:00:00,41.0,Resolved,Patch Applied
INC100525,Network Outage,High,DevOps,Data Center A,2024-03-31 12:00:00,2024-04-01 15:00:00,27.0,Resolved,Patch Applied
INC100526,Network Outage,High,Security Team,Data Center A,2024-09-02 21:00:00,2024-09-02 22:00:00,1.0,Resolved,Reboot
INC100527,Application Bug,Critical,DevOps,Data Center B,2024-10-28 22:00:00,2024-10-31 03:00:00,53.0,Resolved,Hardware Replacement
INC100528,Application Bug,High,Database Admin,Remote Site 1,2024-02-04 14:00:00,2024-02-07 04:00:00,62.0,Closed,Security Mitigation
INC100529,Server Crash,Medium,DevOps,Data Center A,2024-09-29 19:00:00,2024-09-30 00:00:00,5.0,Resolved,Configuration Fix
INC100530,Network Outage,High,Security Team,Data Center A,2024-01-26 07:00:00,2024-01-28 03:00:00,44.0,Resolved,Patch Applied
INC100531,Application Bug,Medium,IT Support,Remote Site 2,2024-11-17 11:00:00,2024-11-17 23:00:00,12.0,Resolved,Configuration Fix
INC100532,Database Failure,Critical,IT Support,Remote Site 1,2024-11-17 16:00:00,2024-11-18 14:00:00,22.0,Resolved,Security Mitigation
INC100533,Application Bug,Medium,IT Support,Data Center A,2024-04-23 00:00:00,2024-04-24 03:00:00,27.0,Resolved,Patch Applied
INC100534,Application Bug,High,Security Team,Head Office,2024-03-22 01:00:00,2024-03-22 14:00:00,13.0,Resolved,Reboot
INC100535,Application Bug,Critical,Network Team,Data Center A,2024-05-03 03:00:00,2024-05-03 04:00:00,1.0,Resolved,Hardware Replacement
INC100536,Network Outage,High,Database Admin,Remote Site 1,2024-03-09 03:00:00,2024-03-09 16:00:00,13.0,Resolved,Reboot
INC100537,Server Crash,Medium,Security Team,Data Center A,2024-06-10 15:00:00,2024-06-11 06:00:00,15.0,Resolved,Configuration Fix
INC100538,Application Bug,Critical,DevOps,Head Office,2024-02-01 02:00:00,2024-02-04 00:00:00,70.0,Closed,Hardware Replacement
INC100539,Server Crash,High,DevOps,Head Office,2024-03-04 16:00:00,2024-03-07 02:00:00,58.0,Resolved,Reboot
INC100540,Security Breach,Critical,DevOps,Head Office,2024-03-18 05:00:00,2024-03-19 16:00:00,35.0,Resolved,Security Mitigation
INC100541,Network Outage,Medium,IT Support,Data Center A,2024-08-16 01:00:00,2024-08-17 22:00:00,45.0,Resolved,Security Mitigation
INC100542,Application Bug,Medium,Database Admin,Data Center A,2024-10-13 23:00:00,2024-10-16 01:00:00,50.0,Resolved,Security Mitigation
INC100543,Application Bug,Critical,Database Admin,Data Center B,2024-06-11 13:00:00,2024-06-13 04:00:00,39.0,Resolved,Reboot
INC100544,Application Bug,Low,Database Admin,Remote Site 2,2024-11-03 08:00:00,2024-11-06 03:00:00,67.0,Closed,Security Mitigation
INC100545,Database Failure,Medium,IT Support,Remote Site 1,2024-02-29 00:00:00,2024-02-29 22:00:00,22.0,Resolved,Patch Applied
INC100546,Server Crash,Medium,IT Support,Remote Site 1,2024-01-27 17:00:00,2024-01-30 01:00:00,56.0,Resolved,Patch Applied
INC100547,Server Crash,High,Security Team,Data Center A,2024-01-30 16:00:00,2024-02-01 18:00:00,50.0,Resolved,Security Mitigation
INC100548,Application Bug,High,Security Team,Remote Site 2,2024-06-05 09:00:00,2024-06-05 11:00:00,2.0,Resolved,Security Mitigation
INC100549,Database Failure,Critical,IT Support,Remote Site 1,2024-02-21 01:00:00,2024-02-21 20:00:00,19.0,Resolved,Security Mitigation
INC100550,Database Failure,Low,IT Support,Remote Site 2,2024-09-23 02:00:00,2024-09-23 15:00:00,13.0,Resolved,Configuration Fix
INC100551,Database Failure,High,DevOps,Head Office,2024-05-10 17:00:00,2024-05-13 08:00:00,63.0,Closed,Security Mitigation
INC100552,Database Failure,Critical,IT Support,Data Center B,2024-04-04 00:00:00,2024-04-06 04:00:00,52.0,Resolved,Patch Applied
INC100553,Database Failure,Critical,IT Support,Remote Site 1,2024-10-30 15:00:00,2024-11-01 10:00:00,43.0,Resolved,Patch Applied
INC100554,Network Outage,Critical,Security Team,Head Office,2024-01-07 21:00:00,2024-01-09 17:00:00,44.0,Resolved,Configuration Fix
INC100555,Security Breach,High,DevOps,Data Center A,2024-11-27 22:00:00,2024-11-29 04:00:00,30.0,Resolved,Patch Applied
INC100556,Security Breach,Critical,Security Team,Head Office,2024-09-05 18:00:00,2024-09-08 00:00:00,54.0,Resolved,Security Mitigation
INC100557,Network Outage,Medium,DevOps,Data Center B,2024-11-07 18:00:00,2024-11-09 23:00:00,53.0,Resolved,Hardware Replacement
INC100558,Database Failure,High,IT Support,Remote Site 2,2024-09-27 03:00:00,2024-09-28 00:00:00,21.0,Resolved,Reboot
INC100559,Security Breach,Critical,Network Team,Remote Site 2,2024-10-27 03:00:00,2024-10-27 07:00:00,4.0,Resolved,Patch Applied
INC100560,Server Crash,Medium,IT Support,Data Center B,2024-01-12 06:00:00,2024-01-14 17:00:00,59.0,Resolved,Reboot
INC100561,Security Breach,Medium,Security Team,Head Office,2024-10-08 02:00:00,2024-10-10 14:00:00,60.0,Closed,Security Mitigation
INC100562,Application Bug,Low,IT Support,Data Center B,2024-05-07 03:00:00,2024-05-09 18:00:00,63.0,Closed,Security Mitigation
INC100563,Application Bug,Medium,DevOps,Remote Site 2,2024-07-07 04:00:00,2024-07-09 01:00:00,45.0,Resolved,Configuration Fix
INC100564,Server Crash,High,IT Support,Head Office,2024-01-10 08:00:00,2024-01-12 10:00:00,50.0,Resolved,Reboot
INC100565,Server Crash,Medium,Network Team,Data Center B,2024-08-19 07:00:00,2024-08-20 10:00:00,27.0,Resolved,Configuration Fix
INC100566,Application Bug,Low,IT Support,Remote Site 1,2024-11-07 03:00:00,2024-11-07 20:00:00,17.0,Resolved,Patch Applied
INC100567,Database Failure,Low,Network Team,Head Office,2024-07-26 15:00:00,2024-07-28 07:00:00,40.0,Resolved,Configuration Fix
INC100568,Application Bug,Critical,Security Team,Remote Site 1,2024-03-27 00:00:00,2024-03-28 04:00:00,28.0,Resolved,Hardware Replacement
INC100569,Security Breach,Critical,Database Admin,Data Center A,2024-01-03 12:00:00,2024-01-06 06:00:00,66.0,Closed,Configuration Fix
INC100570,Database Failure,High,Security Team,Data Center A,2024-06-13 10:00:00,2024-06-13 19:00:00,9.0,Resolved,Configuration Fix
INC100571,Security Breach,High,Security Team,Head Office,2024-08-11 22:00:00,2024-08-13 13:00:00,39.0,Resolved,Patch Applied
INC100572,Server Crash,Medium,IT Support,Remote Site 2,2024-05-17 22:00:00,2024-05-19 15:00:00,41.0,Resolved,Patch Applied
INC100573,Network Outage,Critical,Security Team,Head Office,2024-11-05 13:00:00,2024-11-07 19:00:00,54.0,Resolved,Hardware Replacement
INC100574,Application Bug,Low,Database Admin,Remote Site 2,2024-10-05 12:00:00,2024-10-06 13:00:00,25.0,Resolved,Configuration Fix
INC100575,Server Crash,Critical,Security Team,Remote Site 2,2024-04-12 11:00:00,2024-04-13 09:00:00,22.0,Resolved,Security Mitigation
INC100576,Server Crash,High,IT Support,Remote Site 1,2024-02-13 16:00:00,2024-02-15 02:00:00,34.0,Resolved,Security Mitigation
INC100577,Server Crash,High,IT Support,Data Center B,2024-05-01 06:00:00,2024-05-02 11:00:00,29.0,Resolved,Configuration Fix
INC100578,Application Bug,High,Security Team,Head Office,2024-07-18 20:00:00,2024-07-20 10:00:00,38.0,Resolved,Hardware Replacement
INC100579,Network Outage,Critical,IT Support,Remote Site 2,2024-07-17 01:00:00,2024-07-17 11:00:00,10.0,Resolved,Hardware Replacement
INC100580,Server Crash,Low,DevOps,Remote Site 2,2024-04-11 20:00:00,2024-04-14 01:00:00,53.0,Resolved,Reboot
INC100581,Server Crash,Medium,Network Team,Head Office,2024-05-19 16:00:00,2024-05-22 03:00:00,59.0,Resolved,Patch Applied
INC100582,Security Breach,Medium,IT Support,Remote Site 1,2024-04-23 12:00:00,2024-04-24 11:00:00,23.0,Resolved,Configuration Fix
INC100583,Network Outage,Low,DevOps,Head Office,2024-03-12 11:00:00,2024-03-13 09:00:00,22.0,Resolved,Security Mitigation
INC100584,Server Crash,Critical,IT Support,Data Center B,2024-07-28 17:00:00,2024-07-31 01:00:00,56.0,Resolved,Hardware Replacement
INC100585,Application Bug,Critical,DevOps,Remote Site 1,2024-01-02 14:00:00,2024-01-02 19:00:00,5.0,Resolved,Security Mitigation
INC100586,Server Crash,High,IT Support,Head Office,2024-09-15 08:00:00,2024-09-18 04:00:00,68.0,Closed,Patch Applied
INC100587,Network Outage,Low,Network Team,Data Center B,2024-08-24 17:00:00,2024-08-26 14:00:00,45.0,Resolved,Configuration Fix
INC100588,Server Crash,Low,DevOps,Remote Site 2,2024-07-19 22:00:00,2024-07-21 14:00:00,40.0,Resolved,Patch Applied
INC100589,Network Outage,Low,Security Team,Head Office,2024-06-04 14:00:00,2024-06-07 09:00:00,67.0,Closed,Security Mitigation
INC100590,Database Failure,High,DevOps,Data Center B,2024-04-26 23:00:00,2024-04-29 14:00:00,63.0,Closed,Configuration Fix
INC100591,Server Crash,Medium,DevOps,Data Center A,2024-03-18 23:00:00,2024-03-20 04:00:00,29.0,Resolved,Patch Applied
INC100592,Server Crash,Low,Database Admin,Remote Site 2,2024-02-27 16:00:00,2024-02-28 08:00:00,16.0,Resolved,Configuration Fix
INC100593,Network Outage,Critical,Security Team,Remote Site 2,2024-07-31 16:00:00,2024-07-31 23:00:00,7.0,Resolved,Security Mitigation
INC100594,Network Outage,Low,IT Support,Data Center A,2024-08-23 10:00:00,2024-08-24 01:00:00,15.0,Resolved,Hardware Replacement
INC100595,Application Bug,Critical,IT Support,Remote Site 2,2024-03-27 06:00:00,2024-03-29 19:00:00,61.0,Closed,Patch Applied
INC100596,Server Crash,Low,Security Team,Remote Site 1,2024-08-13 20:00:00,2024-08-14 09:00:00,13.0,Resolved,Security Mitigation
INC100597,Security Breach,Medium,DevOps,Data Center A,2024-06-23 14:00:00,2024-06-24 06:00:00,16.0,Resolved,Configuration Fix
INC100598,Network Outage,Low,DevOps,Data Center B,2024-07-26 20:00:00,2024-07-27 22:00:00,26.0,Resolved,Configuration Fix
INC100599,Database Failure,Medium,Security Team,Remote Site 1,2024-04-10 19:00:00,2024-04-11 16:00:00,21.0,Resolved,Reboot
INC100600,Database Failure,Critical,Network Team,Remote Site 1,2024-04-22 20:00:00,2024-04-24 03:00:00,31.0,Resolved,Reboot
INC100601,Network Outage,Low,IT Support,Remote Site 2,2024-08-16 08:00:00,2024-08-19 00:00:00,64.0,Closed,Patch Applied
INC100602,Network Outage,Low,IT Support,Head Office,2024-08-07 22:00:00,2024-08-09 04:00:00,30.0,Resolved,Hardware Replacement
INC100603,Security Breach,High,DevOps,Data Center A,2024-02-04 01:00:00,2024-02-05 00:00:00,23.0,Resolved,Reboot
INC100604,Security Breach,High,Security Team,Remote Site 1,2024-09-09 02:00:00,2024-09-09 17:00:00,15.0,Resolved,Reboot
INC100605,Network Outage,Low,Network Team,Data Center B,2024-04-22 04:00:00,2024-04-24 02:00:00,46.0,Resolved,Hardware Replacement
INC100606,Database Failure,High,IT Support,Head Office,2024-10-05 04:00:00,2024-10-07 00:00:00,44.0,Resolved,Patch Applied
INC100607,Network Outage,Critical,DevOps,Remote Site 1,2024-04-02 18:00:00,2024-04-04 20:00:00,50.0,Resolved,Hardware Replacement
INC100608,Application Bug,Medium,IT Support,Data Center B,2024-08-25 15:00:00,2024-08-25 23:00:00,8.0,Resolved,Patch Applied
